"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"1400000US42003476100","Census Tract 4761, Allegheny County, Pennsylvania","2470","140","46341","7402","91.6","4.0","47409","8270","2.8","2.1","22375","18799","0.0","0.9","-","**","4.3","3.1","27763","25690","0.0","0.9","-","**","0.0","0.9","-","**","1.3","1.4","-","**","1.1","1.3","-","**","91.1","4.0","48036","7813","1.2","1.0","-","**","44.8","5.0","51716","5987","31.7","5.1","50056","14193","22.4","3.9","35938","5296","1186","130","60329","11315","36.3","9.2","50969","20494","63.7","9.2","66705","11801","78.5","8.8","66993","10805","11.9","6.3","-","**","9.6","7.0","52159","20425","1284","222","38318","6141","47.7","8.8","31763","3735","40.5","8.9","30600","1844","7.2","4.9","66193","22072","52.3","8.8","41595","9118","41.2","8.1","40609","3350","11.1","6.9","68333","33817","25.1","(X)","(X)","(X)","30.8","(X)","(X)","(X)","19.9","(X)","(X)","(X)",
"1400000US42003476200","Census Tract 4762, Allegheny County, Pennsylvania","1446","86","59063","5637","96.1","3.2","59438","5423","0.0","1.5","-","**","0.0","1.5","-","**","1.7","2.6","-","**","0.0","1.5","-","**","1.0","1.5","-","**","1.1","1.3","-","**","4.0","3.3","-","**","93.6","3.9","60489","5550","0.5","0.7","-","**","23.8","4.2","86184","18979","45.9","4.7","55598","11248","29.9","2.9","36944","7910","1008","79","65938","11230","31.3","5.2","63056","11309","68.7","5.2","71026","10854","71.1","8.0","74837","21084","21.6","6.8","46875","21461","7.2","4.5","50521","12174","438","93","32222","10056","66.2","11.3","24118","8171","56.8","11.8","22868","8018","9.4","7.1","67596","62856","33.8","11.3","55938","42230","25.8","10.4","54712","33311","8.0","6.5","91406","67250","31.9","(X)","(X)","(X)","34.4","(X)","(X)","(X)","26.0","(X)","(X)","(X)",
"1400000US42003477100","Census Tract 4771, Allegheny County, Pennsylvania","1504","92","65408","7029","98.9","1.4","65153","7054","0.0","1.5","-","**","0.0","1.5","-","**","0.2","0.5","-","**","0.0","1.5","-","**","0.0","1.5","-","**","0.9","1.3","-","**","0.0","1.5","-","**","98.9","1.4","65153","7054","0.0","1.5","-","**","30.2","3.0","84167","11669","38.5","3.9","65341","16619","31.3","4.3","43309","12154","991","85","80250","9336","37.2","5.3","88194","32152","62.8","5.3","73000","16306","75.2","7.7","86308","7450","16.1","6.0","45000","34293","8.7","5.0","-","**","513","102","48068","11557","67.8","11.0","46842","13665","60.8","13.3","44412","16289","7.0","10.5","-","**","32.2","11.0","49205","39758","20.7","8.6","25882","12988","11.5","7.9","85875","68895","25.5","(X)","(X)","(X)","20.7","(X)","(X)","(X)","34.7","(X)","(X)","(X)",
"1400000US42003477200","Census Tract 4772, Allegheny County, Pennsylvania","1795","91","60495","7507","100.0","1.2","60495","7507","0.0","1.2","-","**","0.0","1.2","-","**","0.0","1.2","-","**","0.0","1.2","-","**","0.0","1.2","-","**","0.0","1.2","-","**","0.3","0.6","-","**","99.7","0.6","60339","7794","0.0","1.2","-","**","22.8","3.7","93750","20482","33.1","2.9","83929","13491","44.1","3.3","36047","5361","1107","85","76420","10272","32.1","5.0","112422","22806","67.9","5.0","64333","12960","87.0","4.7","83393","11461","11.1","4.4","40179","23693","1.9","1.8","52292","39525","688","101","36406","8443","64.1","8.8","25208","7131","56.3","8.2","22644","3210","7.8","4.9","78750","50563","35.9","8.8","60417","21182","29.2","8.5","42083","30074","6.7","4.3","90313","14953","29.2","(X)","(X)","(X)","26.4","(X)","(X)","(X)","33.9","(X)","(X)","(X)",
"1400000US42003477300","Census Tract 4773, Allegheny County, Pennsylvania","2577","132","49866","16725","71.6","5.0","65313","12896","11.9","7.0","-","**","0.0","0.9","-","**","11.8","3.0","17351","9819","0.0","0.9","-","**","0.3","0.5","-","**","4.5","5.4","-","**","0.7","0.9","-","**","71.1","5.0","65742","13752","2.3","1.9","27917","8714","34.6","6.3","58750","42958","41.9","8.2","56250","35124","21.2","4.9","49519","11934","1514","162","63013","17843","42.2","5.2","51218","28388","57.8","5.2","77862","22517","73.9","9.9","83090","13471","14.1","6.9","43510","23335","12.0","8.4","50617","30100","1063","213","31010","12105","55.4","12.8","29432","20974","44.3","16.0","27212","13481","11.1","10.2","98231","20802","44.6","12.8","33426","10586","43.9","12.9","33102","9990","0.7","1.1","-","**","23.8","(X)","(X)","(X)","28.7","(X)","(X)","(X)","16.8","(X)","(X)","(X)",
"1400000US42003478100","Census Tract 4781, Allegheny County, Pennsylvania","1896","115","46667","5353","89.3","4.0","50663","5585","3.2","3.2","-","**","0.8","1.0","-","**","4.2","3.5","43485","30858","0.0","1.2","-","**","1.3","1.9","-","**","1.2","1.4","-","**","6.5","3.3","18802","5233","85.6","4.9","51461","6798","3.5","2.4","-","**","41.2","5.3","50327","17559","37.1","5.3","66111","12969","18.2","3.2","32375","8866","1031","110","71372","7543","42.8","7.9","76642","12305","57.2","7.9","68981","4657","67.2","8.0","80733","8250","22.3","8.1","-","**","10.5","5.5","-","**","865","139","31458","9436","50.6","10.4","22000","12113","41.8","9.7","21633","6339","8.8","5.5","45714","42164","49.4","10.4","40117","9479","41.7","10.6","29531","18433","7.6","4.8","86667","52153","26.4","(X)","(X)","(X)","26.1","(X)","(X)","(X)","25.8","(X)","(X)","(X)",
"1400000US42003478200","Census Tract 4782, Allegheny County, Pennsylvania","2205","139","58383","8820","93.0","4.4","60417","7490","3.4","3.7","-","**","1.0","1.5","-","**","1.3","2.1","-","**","0.0","1.0","-","**","0.0","1.0","-","**","1.2","1.2","43516","20739","1.9","3.1","-","**","91.1","5.4","59438","8610","1.1","1.2","-","**","39.4","5.4","63222","6354","40.1","5.4","62585","13510","19.3","2.9","45636","11893","1432","134","66284","7329","43.7","7.6","65091","23888","56.3","7.6","70435","11871","63.8","8.5","75000","14712","27.2","7.5","25313","23455","9.0","5.0","59728","51365","773","189","38802","12864","49.5","11.1","35991","21863","40.5","11.2","35043","24476","9.1","7.1","63448","55398","50.5","11.1","46316","18873","45.8","11.7","45132","19013","4.7","5.1","-","**","29.2","(X)","(X)","(X)","28.8","(X)","(X)","(X)","29.8","(X)","(X)","(X)",
"1400000US42003479000","Census Tract 4790, Allegheny County, Pennsylvania","844","41","60595","4156","98.3","1.3","60238","4137","0.0","2.6","-","**","0.0","2.6","-","**","0.6","0.9","-","**","0.0","2.6","-","**","0.0","2.6","-","**","1.1","1.1","-","**","0.0","2.6","-","**","98.3","1.3","60238","4137","0.5","0.6","-","**","28.2","4.4","69750","10864","39.8","4.2","70417","14968","31.5","3.4","43421","4791","527","48","73393","5187","35.1","5.7","77625","15065","64.9","5.7","72500","10990","80.5","6.2","77250","6276","15.0","5.5","46875","7863","4.6","3.5","-","**","317","51","40375","7280","47.6","10.3","31875","11495","45.4","10.5","31000","9218","2.2","3.2","-","**","52.4","10.3","45938","13871","43.2","12.4","47031","15281","9.1","7.8","-","**","19.8","(X)","(X)","(X)","19.7","(X)","(X)","(X)","19.9","(X)","(X)","(X)",
"1400000US42003480101","Census Tract 4801.01, Allegheny County, Pennsylvania","2187","135","44854","7111","79.8","5.3","46781","7768","14.8","5.6","26618","16267","0.0","1.0","-","**","4.8","2.8","-","**","0.0","1.0","-","**","0.5","0.9","-","**","0.0","1.0","-","**","3.4","3.6","-","**","76.4","6.8","49952","8597","5.9","4.0","20868","9880","39.9","5.7","43750","15418","30.0","4.7","65568","18286","24.2","4.6","30938","12993","1295","159","56250","8323","52.7","7.9","52292","7302","47.3","7.9","64375","29804","66.7","9.3","85556","23112","24.0","8.0","33750","12467","9.3","6.3","46964","8206","892","172","21856","4334","55.2","12.5","20739","6701","49.7","13.4","21335","8141","5.5","6.3","-","**","44.8","12.5","22415","6289","38.8","13.8","21648","2609","6.1","5.8","139333","89916","35.7","(X)","(X)","(X)","35.1","(X)","(X)","(X)","36.4","(X)","(X)","(X)",
"1400000US42003480102","Census Tract 4801.02, Allegheny County, Pennsylvania","1306","47","58846","6582","96.7","3.9","59952","6330","2.5","3.8","-","**","0.0","1.7","-","**","0.8","1.2","-","**","0.0","1.7","-","**","0.0","1.7","-","**","0.0","1.7","-","**","0.5","0.8","-","**","96.2","4.0","59615","6725","2.8","3.2","31307","23093","20.1","2.6","90402","8401","36.1","4.4","72500","20034","40.9","4.0","33017","6738","938","68","64750","9830","34.3","7.7","89516","12349","65.7","7.7","56429","5266","74.7","7.5","79141","16440","21.7","7.3","31023","7525","3.5","2.8","76406","43215","368","76","36324","14431","54.6","12.1","30486","9553","53.0","12.2","30069","12565","1.6","2.6","-","**","45.4","12.1","53988","11225","41.3","13.2","53095","12281","4.1","4.6","-","**","31.6","(X)","(X)","(X)","29.9","(X)","(X)","(X)","36.1","(X)","(X)","(X)",
"1400000US42003480200","Census Tract 4802, Allegheny County, Pennsylvania","1340","79","62153","9995","95.7","3.9","65288","10787","3.0","3.6","-","**","0.0","1.7","-","**","0.8","1.2","-","**","0.0","1.7","-","**","0.0","1.7","-","**","0.5","0.8","-","**","2.2","3.4","-","**","93.4","5.3","62361","10201","2.5","1.7","-","**","27.6","6.1","80000","11305","36.9","6.5","93110","12564","33.1","5.8","38015","10001","965","93","77277","12584","41.3","6.3","89250","17872","58.7","6.3","63750","11856","83.6","7.2","85341","10480","11.4","6.9","-","**","5.0","3.4","49250","5827","375","88","40859","8879","46.4","13.4","28558","9354","36.8","11.6","27778","10710","9.6","7.2","-","**","53.6","13.4","44081","5073","38.4","13.2","44265","3345","15.2","13.6","-","**","27.8","(X)","(X)","(X)","29.7","(X)","(X)","(X)","22.9","(X)","(X)","(X)",
"1400000US42003480300","Census Tract 4803, Allegheny County, Pennsylvania","1408","84","64205","9048","98.8","1.7","63920","8752","0.4","0.6","-","**","0.0","1.6","-","**","0.0","1.6","-","**","0.8","1.3","-","**","0.0","1.6","-","**","0.0","1.6","-","**","1.2","1.5","-","**","97.6","2.2","63864","9030","0.0","1.6","-","**","32.5","3.5","100938","30571","39.2","3.7","80179","19758","28.3","2.8","35541","5822","960","85","73750","8042","45.9","4.9","83194","18399","54.1","4.9","66971","12045","74.3","6.1","97847","20806","16.1","5.1","47344","9342","9.6","5.1","42237","14023","448","93","48654","12914","53.3","10.4","36281","3564","49.6","10.4","35750","2959","3.8","3.9","132813","115572","46.7","10.4","52336","12205","42.0","10.7","52105","10207","4.7","4.3","-","**","30.2","(X)","(X)","(X)","27.9","(X)","(X)","(X)","32.1","(X)","(X)","(X)",
"1400000US42003480400","Census Tract 4804, Allegheny County, Pennsylvania","2177","87","59618","7904","95.5","3.7","62240","7108","3.6","3.8","-","**","0.2","0.5","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.6","1.0","-","**","0.0","1.0","-","**","95.5","3.7","62240","7108","0.0","1.0","-","**","23.2","5.0","84306","12325","37.6","3.9","92593","27665","39.2","4.2","32538","5621","1269","130","82665","17774","35.2","7.5","85536","14060","64.8","7.5","71042","17275","72.3","8.4","94696","8825","19.9","7.6","49826","15963","7.8","4.7","47614","15452","908","145","29597","7942","55.1","11.5","29355","5379","46.8","11.9","28125","5688","8.3","6.0","80885","57257","44.9","11.5","33864","33661","40.1","11.6","-","**","4.8","5.5","-","**","22.4","(X)","(X)","(X)","17.0","(X)","(X)","(X)","30.0","(X)","(X)","(X)",
"1400000US42003481000","Census Tract 4810, Allegheny County, Pennsylvania","1390","138","33750","5737","61.8","8.0","42049","9378","33.9","7.7","-","**","0.0","1.6","-","**","1.3","1.6","-","**","0.0","1.6","-","**","0.0","1.6","-","**","3.0","2.3","25625","8705","1.8","2.2","-","**","61.2","7.9","42361","9704","8.8","5.5","-","**","36.0","6.3","34831","13273","36.4","6.6","40268","16456","18.8","5.3","30556","23717","761","98","33142","4988","53.2","8.6","29904","16913","46.8","8.6","45328","4521","32.9","8.7","54167","14720","54.1","10.6","22024","17737","13.0","8.1","30224","3455","629","162","28281","15804","58.5","13.0","16959","16667","50.6","12.7","15270","6926","7.9","5.6","70500","49721","41.5","13.0","34784","21457","27.5","12.0","33922","13469","14.0","8.5","-","**","35.0","(X)","(X)","(X)","29.8","(X)","(X)","(X)","35.5","(X)","(X)","(X)",
"1400000US42003482500","Census Tract 4825, Allegheny County, Pennsylvania","795","56","49219","9596","87.8","4.7","51897","4855","9.6","4.2","-","**","1.3","1.5","-","**","0.0","2.8","-","**","0.0","2.8","-","**","0.0","2.8","-","**","1.4","1.6","-","**","0.4","0.8","-","**","87.4","4.7","51767","4905","2.1","1.8","38393","9238","19.5","3.8","68125","14035","42.6","4.7","55313","23266","35.7","4.3","30179","5252","448","58","73021","7681","32.1","6.9","74500","25123","67.9","6.9","72632","9129","71.7","9.2","83750","19036","23.0","8.3","53355","8861","5.4","4.1","-","**","347","58","24856","5921","65.1","9.5","22596","6950","59.9","10.0","20000","7922","5.2","3.6","63333","12455","34.9","9.5","30956","3038","31.1","8.9","31029","2906","3.7","4.0","-","**","32.6","(X)","(X)","(X)","33.9","(X)","(X)","(X)","30.8","(X)","(X)","(X)",
"1400000US42003483800","Census Tract 4838, Allegheny County, Pennsylvania","1482","120","24703","3594","31.3","7.4","17333","9226","60.3","8.7","24774","6722","0.0","1.5","-","**","1.3","1.6","-","**","0.0","1.5","-","**","0.0","1.5","-","**","7.1","6.6","28379","1444","0.0","1.5","-","**","31.3","7.4","17333","9226","2.1","2.5","-","**","32.7","7.0","26970","4507","38.7","7.4","24260","8793","26.6","5.1","18696","6274","795","88","29917","4080","44.7","8.7","28418","5452","55.3","8.7","37188","13895","36.5","10.9","35625","9530","52.7","11.4","28783","3921","10.8","7.1","50750","50015","687","166","15565","1529","50.9","12.1","14507","1815","48.8","12.3","14243","1790","2.2","2.8","-","**","49.1","12.1","17467","8874","41.0","12.4","16250","4616","8.0","5.7","60156","47034","33.3","(X)","(X)","(X)","36.4","(X)","(X)","(X)","29.8","(X)","(X)","(X)",
"1400000US42003484300","Census Tract 4843, Allegheny County, Pennsylvania","1387","126","38542","11252","79.5","6.3","39935","17205","19.5","6.2","-","**","0.0","1.6","-","**","1.0","1.7","-","**","0.0","1.6","-","**","0.0","1.6","-","**","0.0","1.6","-","**","0.6","0.8","-","**","78.9","6.3","39763","16176","6.1","4.0","29688","24745","28.6","6.0","55208","42088","44.1","7.2","45357","27240","21.3","5.3","28424","6309","747","94","66528","16848","35.6","9.1","-","**","64.4","9.1","78029","14448","60.0","10.5","80985","9347","32.0","9.9","35729","17702","8.0","4.2","58750","19827","640","124","28065","2559","51.4","12.7","28319","3334","43.1","11.0","26286","2785","8.3","4.9","-","**","48.6","12.7","27949","10636","34.8","12.4","17656","15658","13.8","8.9","-","**","35.9","(X)","(X)","(X)","33.3","(X)","(X)","(X)","38.9","(X)","(X)","(X)",
"1400000US42003484500","Census Tract 4845, Allegheny County, Pennsylvania","2551","170","54026","9911","99.6","0.7","53842","9665","0.4","0.7","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.0","0.9","-","**","2.4","2.2","63029","23353","97.6","2.2","53824","9568","0.0","0.9","-","**","28.7","4.8","77935","13163","40.0","3.5","69734","11131","31.3","3.7","29868","11955","1409","127","77227","9719","33.1","6.4","90227","19783","66.9","6.4","69406","10715","78.4","8.1","82222","13668","13.8","6.5","44650","27865","7.8","5.1","80152","47101","1142","209","28643","5548","56.7","10.5","26357","4796","52.2","10.4","24676","5399","4.6","4.0","65500","14534","43.3","10.5","37083","10820","32.7","8.6","26500","9030","10.5","9.0","79167","24490","24.8","(X)","(X)","(X)","22.6","(X)","(X)","(X)","27.6","(X)","(X)","(X)",
"1400000US42003484600","Census Tract 4846, Allegheny County, Pennsylvania","1020","111","47719","14718","87.4","6.3","47697","14574","9.9","5.3","38393","24265","0.0","2.2","-","**","0.0","2.2","-","**","0.0","2.2","-","**","0.0","2.2","-","**","2.7","2.8","-","**","2.1","2.5","-","**","87.4","6.3","47697","14574","2.1","3.1","-","**","27.3","4.2","48984","15368","36.6","4.9","52610","5391","34.1","4.7","28571","14987","473","78","54938","7307","54.5","8.9","48828","16025","45.5","8.9","61406","33581","64.9","11.9","80341","36572","23.3","9.4","46111","16355","11.8","9.7","48203","28290","547","107","34120","16542","74.4","8.6","-","**","67.3","9.1","19907","14977","7.1","6.4","96369","13045","25.6","8.6","38889","17785","21.8","7.2","34083","11599","3.8","4.7","-","**","20.6","(X)","(X)","(X)","22.8","(X)","(X)","(X)","18.6","(X)","(X)","(X)",
"1400000US42003485000","Census Tract 4850, Allegheny County, Pennsylvania","526","33","39167","3753","92.0","3.9","39167","3990","7.8","3.9","-","**","0.2","0.4","-","**","0.0","4.2","-","**","0.0","4.2","-","**","0.0","4.2","-","**","0.0","4.2","-","**","0.8","1.0","-","**","91.3","4.2","38889","4218","1.7","2.5","-","**","35.7","6.3","43333","8742","38.6","4.8","41635","4492","24.0","3.8","30357","12705","289","34","43239","3069","43.9","7.1","45417","15387","56.1","7.1","42895","2826","64.0","9.4","48472","9099","26.3","7.5","34038","7402","9.7","6.6","-","**","237","41","31047","3440","38.4","10.4","29375","8910","35.9","10.1","28125","12175","2.5","3.1","-","**","61.6","10.4","31700","11504","49.8","11.7","40000","14021","11.8","7.9","-","**","33.8","(X)","(X)","(X)","38.1","(X)","(X)","(X)","27.0","(X)","(X)","(X)",
"1400000US42003486700","Census Tract 4867, Allegheny County, Pennsylvania","996","108","17331","3354","43.5","7.5","29732","14266","52.2","7.8","11000","2779","0.0","2.2","-","**","0.0","2.2","-","**","0.0","2.2","-","**","0.0","2.2","-","**","4.3","4.0","18705","981","3.3","3.5","-","**","42.0","7.3","29643","14095","19.6","8.3","4434","2872","19.7","9.0","-","**","44.4","7.6","-","**","16.4","3.7","34135","15441","521","101","21806","21366","62.0","11.2","15042","8801","38.0","11.2","70400","25233","42.4","13.8","70150","14450","55.5","13.5","11927","11498","2.1","2.5","-","**","475","119","11717","4645","60.6","11.3","11857","6536","53.7","10.4","12679","7248","6.9","9.2","-","**","39.4","11.3","-","**","34.9","12.1","10938","10297","4.4","5.7","45313","18312","35.9","(X)","(X)","(X)","37.4","(X)","(X)","(X)","34.3","(X)","(X)","(X)",
"1400000US42003486800","Census Tract 4868, Allegheny County, Pennsylvania","745","80","24844","8464","35.0","7.1","20446","9412","63.5","7.1","26510","9984","0.4","0.8","-","**","0.0","3.0","-","**","0.0","3.0","-","**","0.0","3.0","-","**","1.1","1.1","-","**","0.8","1.4","-","**","34.2","7.1","19886","8483","0.0","3.0","-","**","28.9","8.4","34315","17199","43.9","9.1","25231","8032","27.2","5.1","17760","6244","357","87","33620","2522","52.7","12.0","32672","5051","47.3","12.0","37679","13473","43.7","13.8","56250","14388","51.0","13.8","25125","9443","5.3","4.7","71406","35373","388","92","15724","2927","67.3","11.3","15888","2860","58.8","11.3","14741","2948","8.5","8.6","-","**","32.7","11.3","14840","11818","27.8","11.2","14231","5099","4.9","5.9","-","**","36.5","(X)","(X)","(X)","41.5","(X)","(X)","(X)","30.4","(X)","(X)","(X)",
"1400000US42003486900","Census Tract 4869, Allegheny County, Pennsylvania","522","59","26768","2829","38.7","7.6","29107","9335","50.2","7.5","26458","2954","0.0","4.2","-","**","1.0","1.4","-","**","0.0","4.2","-","**","0.0","4.2","-","**","10.2","6.6","-","**","0.0","4.2","-","**","38.7","7.6","29107","9335","1.7","2.6","-","**","35.4","7.4","28068","13640","36.0","6.5","29250","16898","26.8","6.6","19167","6114","311","52","29669","8402","61.1","10.1","25625","16935","38.9","10.1","49261","9740","43.4","11.6","49338","9321","47.9","11.3","27904","10673","8.7","6.6","-","**","211","52","19306","6086","46.9","14.9","17337","2586","45.5","15.3","17500","3116","1.4","3.0","-","**","53.1","14.9","23750","12372","44.5","14.0","17353","10243","8.5","9.6","-","**","31.0","(X)","(X)","(X)","34.7","(X)","(X)","(X)","19.9","(X)","(X)","(X)",
"1400000US42003487000","Census Tract 4870, Allegheny County, Pennsylvania","881","53","41314","5732","97.7","1.5","41955","4764","1.0","1.1","-","**","0.8","1.3","-","**","0.0","2.5","-","**","0.0","2.5","-","**","0.0","2.5","-","**","0.5","0.7","-","**","0.0","2.5","-","**","97.7","1.5","41955","4764","1.1","1.4","-","**","23.6","5.1","40694","15030","41.2","4.2","65511","10898","34.1","3.8","25833","3826","480","51","66618","9802","27.3","6.1","61042","40209","72.7","6.1","67132","11895","71.0","9.6","74886","17142","21.0","8.1","-","**","7.9","5.8","62500","38754","401","54","23606","4016","54.6","9.1","19539","5514","50.9","9.6","19615","6352","3.7","3.7","-","**","45.4","9.1","26667","6306","42.9","9.5","25833","5704","2.5","2.7","-","**","21.8","(X)","(X)","(X)","24.4","(X)","(X)","(X)","18.7","(X)","(X)","(X)",
